pooling_ratio,batch_size,id,lr,reward,weight_decay,num_layers,dataset,K,dropout_ratio
0.1679471205808622,32,kelrl,0.001,0.8482142857142857,0.001,2,PROTEINS,3,0.17088485456650776
0.6325692380876486,64,PvjLi,0.001,0.8214285714285714,1e-05,6,PROTEINS,4,0.5991043226370213
0.39313700450879807,64,BqJ2s,0.001,0.8214285714285714,0.001,6,PROTEINS,4,0.3350740644354396
0.2832072806759346,64,KmcOS,0.001,0.8125,0.001,2,PROTEINS,4,0.17659273555711955
0.5437957203882624,32,LIsRb,0.001,0.8125,0,5,PROTEINS,2,0.7659370514520201
0.3355620906359336,128,XjMCJ,0.001,0.8482142857142857,0.001,6,PROTEINS,3,0.27182533638163525
0.44192356741847705,64,i3Obq,0.001,0.8303571428571429,1e-05,2,PROTEINS,3,0.15426978076404899
0.8968984467738422,64,Y7phO,0.001,0.7857142857142857,0.0001,6,PROTEINS,2,0.5520688337677218
0.682691542846755,128,KGDQ3,0.001,0.8303571428571429,1e-05,3,PROTEINS,4,0.8319807486579082
0.29917957781827315,64,HRRQz,0.001,0.7678571428571429,0,2,PROTEINS,4,0.7008356985438747
0.47542265975285536,256,rENP0,0.001,0.8214285714285714,0.0001,5,PROTEINS,3,0.1617246883863123
0.37487316972183404,256,zNg3c,0.001,0.7589285714285714,0.001,6,PROTEINS,2,0.18989411508428003
0.7894062211178231,256,Vr18r,0.001,0.8303571428571429,0,5,PROTEINS,4,0.1515535071794423
0.6866672459925127,32,om7j1,0.001,0.8392857142857143,1e-05,2,PROTEINS,4,0.28337373233542623
0.32424096530790425,32,zpcYr,0.001,0.7678571428571429,1e-05,6,PROTEINS,2,0.323690242950494
0.30146682578799755,256,qO6Ch,0.001,0.8035714285714286,0.0001,6,PROTEINS,4,0.347700324923867
0.8446225403973614,32,mgA6z,0.001,0.8125,1e-05,2,PROTEINS,2,0.3611868311935079
0.5234941212601196,32,utJdU,0.001,0.8125,0.0001,2,PROTEINS,2,0.22797551803649832
0.8382976380852117,256,kieyQ,0.001,0.7946428571428571,0.001,3,PROTEINS,2,0.3051129914543455
0.5977540678623815,64,HsziQ,0.001,0.8392857142857143,0.0001,5,PROTEINS,4,0.16235497788469888
0.4355279855968045,32,xmxUP,0.001,0.8482142857142857,0.0001,4,PROTEINS,4,0.22745827908662802
0.42541653623196796,32,kb6o9,0.001,0.8392857142857143,0.001,6,PROTEINS,3,0.6155286945757567
0.6048721002715836,64,iXR26,0.001,0.8035714285714286,0.0001,5,PROTEINS,2,0.3045484785586335
0.3511669714297039,64,h30mG,0.001,0.7857142857142857,0.001,5,PROTEINS,3,0.061855522282558854
0.7713705816760786,64,fPc1C,0.001,0.8035714285714286,0.0001,2,PROTEINS,2,0.28223617688966257
0.8384145558850966,128,jvNW5,0.001,0.7857142857142857,0,6,PROTEINS,4,0.15545124631591636
0.7501829172898028,128,F3E8M,0.001,0.8125,0,3,PROTEINS,2,0.5627554498431591
0.22952024486353706,32,zzmAl,0.001,0.8214285714285714,0.0001,4,PROTEINS,2,0.05257391823163972
0.6607437434415246,128,iv8Gh,0.001,0.8214285714285714,0.0001,3,PROTEINS,4,0.8088588484767236
0.1810309807996575,64,eE4Rm,0.001,0.8392857142857143,1e-05,3,PROTEINS,2,0.5464110291954786
0.6878941345119858,256,qoYwV,0.001,0.8303571428571429,0.001,4,PROTEINS,3,0.3877732022958395
0.8128998825853787,64,WelKz,0.001,0.7857142857142857,0,4,PROTEINS,4,0.7713511478947636
0.25151546849531037,128,ikmvd,0.001,0.8214285714285714,0.0001,3,PROTEINS,4,0.4976880857091717
0.3933490469076316,32,d0ZuY,0.001,0.8392857142857143,0,3,PROTEINS,3,0.24441525461154703
0.727857194752786,128,PEkCv,0.001,0.8303571428571429,0,4,PROTEINS,3,0.895446496676889
0.5827232159233998,128,M6p1a,0.001,0.8303571428571429,0,3,PROTEINS,4,0.8343569472214494
0.1400232825011993,32,G1vGu,0.001,0.8392857142857143,0,5,PROTEINS,2,0.33744307072332536
0.47675250659510293,32,covCz,0.001,0.8125,0.001,4,PROTEINS,2,0.6440673998928955
0.26808810252001036,128,pC5dE,0.001,0.7678571428571429,0,5,PROTEINS,4,0.7683600526021523
0.6870556867057247,256,JsPMK,0.001,0.8035714285714286,0.0001,6,PROTEINS,2,0.28516336956964483
0.6107642671380112,64,W4Idg,0.001,0.8125,0,4,PROTEINS,2,0.6074569242443906
0.7072369232712891,64,gtCNi,0.001,0.8482142857142857,0,5,PROTEINS,3,0.3626638340022935
0.16033983877450694,64,PUj5m,0.001,0.9017857142857143,0.001,3,PROTEINS,4,0.040765651972762454
0.4311825698780223,256,QvGgP,0.001,0.8482142857142857,0.001,2,PROTEINS,4,0.18124881766075326
0.7627052928249667,128,vn5Wd,0.001,0.8214285714285714,1e-05,6,PROTEINS,3,0.6965911832278828
0.24120900175225063,256,zy3RV,0.001,0.7946428571428571,0,5,PROTEINS,2,0.03736992974497252
0.771750375721877,32,Fz5bD,0.001,0.8482142857142857,0.0001,6,PROTEINS,3,0.42133846270874253
0.6340170329903658,256,aYl0X,0.001,0.8125,0.0001,2,PROTEINS,2,0.6891303418947887
0.2718299243411211,32,JgjrW,0.001,0.8125,1e-05,2,PROTEINS,3,0.6258061140486488
0.20740635579964461,128,zmSAF,0.001,0.7857142857142857,0,6,PROTEINS,3,0.4920509714994557
0.17929653920038222,32,k4OyI,0.001,0.7589285714285714,1e-05,6,PROTEINS,4,0.1479578517757696
0.1730771075635797,64,CTDfB,0.001,0.8035714285714286,0,3,PROTEINS,2,0.6619309644047474
0.7103149316009407,128,SazeB,0.001,0.7589285714285714,0.0001,5,PROTEINS,4,0.5996660470133164
0.1954191843920534,64,R1qAM,0.001,0.8482142857142857,0,5,PROTEINS,4,0.22977366218172934
0.6133065813312973,32,K7glQ,0.001,0.8571428571428571,0,4,PROTEINS,3,0.1751733970232378
0.3813162437026073,128,t49Oo,0.001,0.8571428571428571,0.0001,5,PROTEINS,3,0.2340441787007678
0.3720853732782027,128,VtEnb,0.001,0.8214285714285714,0,6,PROTEINS,3,0.6073737210252609
0.4340413467155607,128,a1kRL,0.001,0.7767857142857143,0.001,6,PROTEINS,3,0.8489915820121439
0.885249150546154,64,GeYJR,0.001,0.8214285714285714,0.0001,6,PROTEINS,2,0.12411827380663025
0.8605497091538779,256,dYYwx,0.001,0.8214285714285714,0.0001,4,PROTEINS,3,0.4674568524807755
0.6416819619777696,64,z3Tuy,0.001,0.8125,0.001,5,PROTEINS,4,0.17707705884729444
0.6683445482691551,128,yIF5V,0.001,0.8214285714285714,0.0001,4,PROTEINS,4,0.12259794645569881
0.7322433255933556,32,GQOTr,0.001,0.7946428571428571,0.0001,6,PROTEINS,2,0.7355990200329393
0.40827778387421243,128,YlClA,0.001,0.8392857142857143,0.001,3,PROTEINS,4,0.43102123934139247
0.8449192112125746,32,ZZjHO,0.001,0.8035714285714286,1e-05,2,PROTEINS,3,0.756938234680775
0.6634147544872387,128,F4MdW,0.001,0.8660714285714286,1e-05,6,PROTEINS,4,0.41033738780477097
0.5982346800790429,128,FOEQg,0.001,0.8214285714285714,1e-05,2,PROTEINS,4,0.25982388136797263
0.2959365495190258,64,wMSke,0.001,0.8392857142857143,0,6,PROTEINS,4,0.10738272293493627
0.5564599984596402,32,flEmz,0.001,0.8125,0,5,PROTEINS,2,0.15803668821421238
0.3305226448978946,256,BLP85,0.001,0.8035714285714286,1e-05,5,PROTEINS,2,0.8961038089506117
0.16130029096461654,32,L7KFO,0.001,0.7857142857142857,0.001,4,PROTEINS,2,0.381198371195811
0.16247709516761938,128,sk9nJ,0.001,0.7767857142857143,0.001,4,PROTEINS,2,0.6567036256750601
0.8566386551712085,256,tXTR0,0.001,0.8571428571428571,0.001,4,PROTEINS,3,0.4674704552549131
0.8757880686532789,128,jMgLx,0.001,0.8035714285714286,0.0001,6,PROTEINS,2,0.6928741605130302
0.6023305006259638,128,YhGdv,0.001,0.8392857142857143,0,6,PROTEINS,4,0.12113843451523403
0.5861629314521964,32,bvhzg,0.001,0.8214285714285714,0.001,3,PROTEINS,4,0.452874796084229
0.25186197124507703,32,mgMpg,0.001,0.7946428571428571,0,5,PROTEINS,4,0.5036075276437071
0.3858335246427127,64,L9WU9,0.001,0.7589285714285714,0,3,PROTEINS,3,0.6253977305894379
0.710298064002184,256,nGGMf,0.001,0.8303571428571429,0,2,PROTEINS,2,0.7253566211491492
0.15131137921010582,256,W3Fdn,0.001,0.7678571428571429,0.001,5,PROTEINS,4,0.0058573499819932415
0.11619455029310993,256,AfoGJ,0.001,0.7767857142857143,0.001,5,PROTEINS,4,0.006123236023036251
0.10078710311988726,256,FvlUB,0.001,0.7589285714285714,0.001,5,PROTEINS,4,0.009629346641814307
0.10821164383085558,256,Vzj47,0.001,0.7678571428571429,0.001,5,PROTEINS,4,0.014188990150887898
0.11125821643108326,256,Tp52U,0.001,0.7857142857142857,0.001,5,PROTEINS,4,0.038273707787998365
0.10236669990389963,256,F01tS,0.001,0.7767857142857143,0.001,5,PROTEINS,4,0.00021399021821445763
0.11337605707363736,256,TwHvA,0.001,0.75,0.001,5,PROTEINS,4,0.0067487442184052115
0.3405583639910019,256,PGNWT,0.001,0.7857142857142857,0.001,6,PROTEINS,4,0.004912816362195815
0.10505338969254985,256,Ojxdb,0.001,0.8035714285714286,0.001,6,PROTEINS,4,0.007143870420926818
0.35026212492637077,256,YANAL,0.001,0.7857142857142857,0.001,6,PROTEINS,4,0.034393829344559645
0.3626116825151625,256,h6gKu,0.001,0.8125,0.001,6,PROTEINS,4,0.07713648422492014
0.11493447658658412,256,bBZH5,0.001,0.8035714285714286,0.001,6,PROTEINS,4,0.0021183480317131173
0.11159707044850203,64,HzWAy,0.001,0.8214285714285714,0.001,6,PROTEINS,3,0.00304618172077107
0.11371908658428187,64,BvURs,0.001,0.8303571428571429,0.001,6,PROTEINS,3,0.0037497686239740674
0.3354723437929483,64,SwvHx,0.001,0.8392857142857143,0.001,6,PROTEINS,3,0.001720491913673794
0.11068060123100423,64,HhDIZ,0.001,0.8482142857142857,0.001,6,PROTEINS,3,0.037149174269388296
0.10929066990637115,64,mDfWE,0.001,0.8392857142857143,0.001,6,PROTEINS,3,0.059949035382702354
0.34231871515701295,64,X9KZG,0.001,0.8303571428571429,0.001,6,PROTEINS,3,0.02384560805143421
0.3422417859472532,64,wK1P3,0.001,0.8392857142857143,0.001,6,PROTEINS,3,0.011340032419397076
0.3397175396999974,32,HJkcX,0.001,0.7946428571428571,0.001,6,PROTEINS,3,0.05616009062593644
0.3328164096601335,64,KFcys,0.001,0.8303571428571429,0.001,6,PROTEINS,3,0.011351045176602303
0.12196003903544744,64,H7u1u,0.001,0.8214285714285714,0.001,6,PROTEINS,3,0.08974805804340766
0.10461428570933964,64,dP2Rq,0.001,0.8392857142857143,0.001,6,PROTEINS,3,0.09016935315209637
0.12374867036965209,32,UkOvm,0.001,0.8392857142857143,0.001,6,PROTEINS,3,0.09510784748888952
0.11274532698915324,32,DTCq3,0.001,0.8214285714285714,0.001,6,PROTEINS,3,0.005182152545666008
0.5565463915072844,64,ZoIgO,0.001,0.8392857142857143,0.001,6,PROTEINS,3,0.0015143252064142576
0.5491558987072495,64,LXdXI,0.001,0.8660714285714286,0.001,4,PROTEINS,3,0.08850645858285917
0.5342155008847886,32,tr9yw,0.001,0.8214285714285714,0.001,3,PROTEINS,4,0.006314725726225295
0.49854816128320933,32,BbbSe,0.001,0.8035714285714286,0.001,3,PROTEINS,4,0.07322012670772932
0.12437124099640368,256,CfNbb,0.001,0.8571428571428571,0.001,3,PROTEINS,4,0.4158770143969113
0.5377067737075609,32,UQcMk,0.001,0.8482142857142857,0.001,3,PROTEINS,4,0.08955859399179443
0.5518621064576199,64,tOMtj,0.001,0.8214285714285714,0.0001,3,PROTEINS,4,0.07553543403976562
0.5592535503752581,64,j2bee,0.001,0.8392857142857143,0.0001,3,PROTEINS,4,0.08102549515630136
0.5431830811513987,64,khfcp,0.001,0.8482142857142857,0.001,3,PROTEINS,3,0.4138784934375869
0.8998611068890056,64,no5Mk,0.001,0.8214285714285714,0.001,3,PROTEINS,3,0.4197632238117824
0.5449768242870295,64,SWquv,0.001,0.8482142857142857,0.001,3,PROTEINS,3,0.417678901733058
0.5386189332044413,256,Rkgz8,0.001,0.8035714285714286,0.001,3,PROTEINS,3,0.4206836381443266
0.106648413843492,256,Lq9hG,0.001,0.8571428571428571,0.001,3,PROTEINS,3,0.423157602406242
0.5583708138205993,64,tALMq,0.001,0.8214285714285714,0.001,3,PROTEINS,3,0.002290563679360799
0.10074178630006776,64,skTep,0.001,0.7946428571428571,0.001,3,PROTEINS,3,0.019168987515540248
0.568647482853532,64,LqfJE,0.001,0.7946428571428571,0.001,3,PROTEINS,3,0.018535716531415065
0.5411274564764734,256,axOa1,0.001,0.8392857142857143,0.001,3,PROTEINS,3,0.40580130290501515
0.5410045460646511,256,eYd1I,0.001,0.8214285714285714,0.001,3,PROTEINS,3,0.4195704018170799
0.5376858172248431,32,bdY2j,0.001,0.8214285714285714,0.001,3,PROTEINS,3,0.4179112960819352
0.5537668066804771,32,m7IEz,0.001,0.8303571428571429,0.001,3,PROTEINS,3,0.0902236351448581
0.5274273532140593,256,dKTQn,0.001,0.8214285714285714,0.001,3,PROTEINS,3,0.39249790762789144
0.527395030956352,32,lvmlW,0.001,0.8392857142857143,0.001,4,PROTEINS,3,0.42040604770882584
0.510204648479764,32,Y7COv,0.001,0.8482142857142857,0.001,4,PROTEINS,3,0.3848932947592133
0.5025316456967467,32,g2vzT,0.001,0.8214285714285714,0.001,4,PROTEINS,3,0.096220413987728
0.5433031788041208,128,JcUX0,0.001,0.8125,0.001,3,PROTEINS,3,0.4255673558024064
0.5426086482432098,32,INW0W,0.001,0.8571428571428571,0.0001,3,PROTEINS,3,0.10430818168985806
0.5184764429533465,32,BHYBb,0.001,0.8571428571428571,0.0001,3,PROTEINS,3,0.07821580848196333
0.5586796168947034,32,z52r8,0.001,0.8392857142857143,0.001,4,PROTEINS,3,0.4022547507006369
0.5526444134193874,32,kYD8c,0.001,0.8035714285714286,0.0001,3,PROTEINS,3,0.40717726908483953
0.5390795283382476,32,chVKK,0.001,0.8392857142857143,0.0001,3,PROTEINS,3,0.08126211633285542
0.5503686815812582,32,u7Qqe,0.001,0.8303571428571429,0.001,4,PROTEINS,3,0.4079749095160029
0.5537482991797594,32,EhRRA,0.001,0.7857142857142857,0.001,4,PROTEINS,3,0.4086318014159944
0.5419991440561145,32,sYIOm,0.001,0.8482142857142857,0.001,4,PROTEINS,3,0.428116926607251
0.5426913175418764,32,jFGUu,0.001,0.8214285714285714,0.001,4,PROTEINS,3,0.5263772726719712
0.5544086907559687,32,jNd7Q,0.001,0.8482142857142857,0.0001,3,PROTEINS,3,0.08099892556961498
0.5263789668469474,32,l9Eut,0.001,0.8392857142857143,0.001,4,PROTEINS,3,0.5202961997728777
0.5145521288127819,32,dd6yI,0.001,0.8571428571428571,0.0001,3,PROTEINS,3,0.20733952147496842
0.5066703336883744,128,oe6d2,0.001,0.8125,1e-05,3,PROTEINS,3,0.3901757628145832
0.4621885341935507,128,xONBa,0.001,0.8392857142857143,1e-05,3,PROTEINS,3,0.2008708849544268
0.8022360036613234,128,VYTiq,0.001,0.8571428571428571,1e-05,3,PROTEINS,3,0.3964469698828219
0.7365618531357675,128,wZNmk,0.001,0.8303571428571429,1e-05,3,PROTEINS,3,0.5292430166077687
0.49259660156029095,128,j8fXq,0.001,0.8571428571428571,1e-05,3,PROTEINS,3,0.3986344467336337
0.8057249430774788,128,p13ya,0.001,0.7678571428571429,1e-05,4,PROTEINS,3,0.2057060299392613
0.8064929992807839,128,sXrWV,0.001,0.8660714285714286,1e-05,4,PROTEINS,3,0.5771314203163392
0.5138094446642053,128,Ng5Wi,0.001,0.8392857142857143,1e-05,2,PROTEINS,3,0.2159764709428466
0.4836424134054081,128,chiP5,0.001,0.8482142857142857,1e-05,2,PROTEINS,3,0.22060603803544895
0.7976679460993967,128,DcGsl,0.001,0.8125,1e-05,2,PROTEINS,3,0.21144878390846308
0.8157969337222515,64,acNeU,0.001,0.8125,1e-05,2,PROTEINS,3,0.1939054096054237
0.45893262352563313,64,en0mk,0.001,0.7589285714285714,1e-05,2,PROTEINS,3,0.2188565722481519
0.41446685056408006,64,RTEWq,0.001,0.8125,1e-05,2,PROTEINS,3,0.22252365771323906
0.47453097833700375,128,LglzB,0.001,0.8482142857142857,1e-05,2,PROTEINS,3,0.21235855707542958
0.4726685945028902,128,sOAhp,0.001,0.8482142857142857,1e-05,2,PROTEINS,3,0.25270102260680166
0.5032663478864003,128,lWxiT,0.001,0.8571428571428571,1e-05,2,PROTEINS,3,0.1957260182039558
0.46067636646686055,128,hzzZk,0.001,0.8392857142857143,1e-05,2,PROTEINS,3,0.19945355364119632
0.6656391650191841,128,OP8EI,0.001,0.8303571428571429,1e-05,2,PROTEINS,3,0.21869045473220605
0.4559966138813345,128,D7p9s,0.001,0.8482142857142857,1e-05,2,PROTEINS,3,0.24706119501166995
0.4780515216296942,128,bBdzy,0.001,0.8303571428571429,1e-05,2,PROTEINS,4,0.20193977730519191
0.4821521209339295,128,LzGLy,0.001,0.8125,1e-05,2,PROTEINS,4,0.20088676664083616
0.4130633384057492,128,vk2k4,0.001,0.8125,1e-05,2,PROTEINS,4,0.21156122737074318
0.4690539626597212,128,xTg5s,0.001,0.7857142857142857,1e-05,2,PROTEINS,4,0.25266251696921366
0.41294735708567165,128,AAxoZ,0.001,0.8125,1e-05,2,PROTEINS,4,0.20167537397002733
0.4659376144635931,128,XuP1Z,0.001,0.8214285714285714,1e-05,2,PROTEINS,4,0.2453492615203175
0.45859350689841694,128,wZDI5,0.001,0.8303571428571429,1e-05,2,PROTEINS,4,0.211174521668547
0.41941718079089363,128,svlzf,0.001,0.8125,1e-05,2,PROTEINS,4,0.20333087967110097
0.4621422925541785,128,rKpPN,0.001,0.8392857142857143,1e-05,2,PROTEINS,4,0.20533993297727687
0.4563430010579793,128,EVtVh,0.001,0.8214285714285714,1e-05,2,PROTEINS,4,0.21031534998788948
0.4602547219611378,128,dBPfC,0.001,0.8571428571428571,1e-05,2,PROTEINS,4,0.1986737550489347
0.46681757593396866,128,mC22B,0.001,0.8214285714285714,1e-05,4,PROTEINS,4,0.25494168761215813
0.8143447502755352,128,yOdbx,0.001,0.8392857142857143,1e-05,4,PROTEINS,4,0.5780535042617028
0.45247820297839325,128,COh6S,0.001,0.8660714285714286,1e-05,4,PROTEINS,4,0.19521793352133565
0.8193425954622578,64,la7tb,0.001,0.8214285714285714,1e-05,4,PROTEINS,4,0.2602227881754175
0.4592472497258736,128,NPU1e,0.001,0.8392857142857143,1e-05,4,PROTEINS,4,0.26166588310740235
0.8013242400012587,128,mprNI,0.001,0.8035714285714286,1e-05,4,PROTEINS,4,0.24843629327815017
0.4551885751030038,128,aTnkc,0.001,0.8214285714285714,1e-05,4,PROTEINS,4,0.5688162142112304
0.4525344577862954,128,wypcs,0.001,0.7857142857142857,1e-05,4,PROTEINS,4,0.25324161758430125
0.6547521203775586,128,HeESE,0.001,0.8571428571428571,1e-05,4,PROTEINS,4,0.24921545040324483
0.4540667385505124,64,ZGq6M,0.001,0.8571428571428571,1e-05,4,PROTEINS,4,0.24782237699631138
0.6315090845003064,64,CQIoC,0.001,0.8303571428571429,1e-05,4,PROTEINS,4,0.3094660561357018
0.636631348957119,64,f6XkG,0.001,0.8125,1e-05,4,PROTEINS,4,0.5777953656595434
0.6497190390877373,64,YSGFo,0.001,0.8214285714285714,1e-05,4,PROTEINS,4,0.526809469118554
0.6435202933487796,64,YH9Sw,0.001,0.8303571428571429,1e-05,4,PROTEINS,4,0.5163732775854657
0.652304607999664,64,F8vGi,0.001,0.8125,1e-05,4,PROTEINS,4,0.5026503022589777
0.6634999966232258,64,JBFaj,0.001,0.8214285714285714,1e-05,4,PROTEINS,4,0.5243470532642717
0.6518241098192221,64,eUCYt,0.001,0.8303571428571429,1e-05,4,PROTEINS,4,0.5797723327832258
0.6492308965857287,64,LxXji,0.001,0.8125,1e-05,4,PROTEINS,4,0.5687152396496666
0.647951941895227,64,Km0O9,0.001,0.8392857142857143,1e-05,4,PROTEINS,4,0.2930508872922693
0.6781013501893967,64,ViVWP,0.001,0.8214285714285714,1e-05,4,PROTEINS,4,0.5352084992333146
0.6872984176999295,64,ftTSb,0.001,0.8303571428571429,1e-05,4,PROTEINS,4,0.29332793493377296
0.6604391652422577,64,DDg9K,0.001,0.8125,1e-05,4,PROTEINS,4,0.2948449521457019
0.6450859455463882,64,CiNAC,0.001,0.8214285714285714,1e-05,4,PROTEINS,4,0.5069542604040034
0.6312017395988733,64,zq4XW,0.001,0.8035714285714286,0,4,PROTEINS,4,0.56723643705223
0.6438235067688589,64,QtRNL,0.001,0.8125,0,4,PROTEINS,4,0.5247314779916926
0.6990426138707662,64,p8aUC,0.001,0.8303571428571429,0,4,PROTEINS,4,0.5267121488419119
0.741255191507752,64,S5oEM,0.001,0.8035714285714286,0,4,PROTEINS,4,0.5759911623464224
0.6407131506946884,64,kg4lZ,0.001,0.8214285714285714,0,4,PROTEINS,4,0.5761459186762529
0.6401572017544186,64,ZjdKV,0.001,0.8035714285714286,0,4,PROTEINS,4,0.8721321912330118
0.6280252717179499,64,k7e6m,0.001,0.8125,0,4,PROTEINS,4,0.860581152074622
0.6480485249481003,64,BaV5c,0.001,0.8303571428571429,0,4,PROTEINS,4,0.2969255183786415
0.6366142479682317,64,BohYF,0.001,0.8125,0,4,PROTEINS,4,0.29749212976074174
